Public Food Key,Classification,Food Name,"Energy with dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Nitrogen 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Glucose 
(g)",Added sugars (g),"Free sugars 
(g)","Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Available carbohydrate, with sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Copper (Cu) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Sodium (Na) 
(mg)","Zinc (Zn) 
(mg)","Cobalamin (B12) 
(ug)","Folic acid 
(ug)","Vitamin C 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)","Caffeine 
(mg)","Cholesterol 
(mg)"
F008721,20101,"Soy beverage, regular fat (3% fat), unfortified",246,87.3,3.7,0.65,2.7,0.6,0.1,1.7,1.7,0.8,4.6,4.6,13,0.068,1.3,0.47,21,69,191,44,0.15,0,0,0,1.12,0.43,0,0
F008719,20102,"Soy beverage, regular fat (3% fat), added Ca",246,87.3,3.7,0.65,2.7,0.6,0.1,1.7,1.7,0.8,4.6,4.6,115,0.068,1.3,0.47,21,69,191,44,0.15,0,0,0,1.12,0.43,0,0
F008720,20102,"Soy beverage, regular fat (3% fat), added Ca & vitamins A, B1, B2 & B12",257,87.3,4.4,0.71,2.7,0.6,0.1,1.7,1.7,0.8,4.6,4.6,115,0.068,1.3,0.47,21,69,191,44,0.15,0.9,0,0,1.12,0.43,0,0
F008704,20104,"Soy beverage, reduced fat (1% fat), added Ca & vitamins A, B1, B2 & B12",187,88.2,3,0.53,0.9,0.6,0,1.1,1.1,2.8,5.7,5.7,115,0.063,1.3,0.46,13,71,189,45,0.14,0.9,0,0,1.12,0.14,0,0
F009814,20601,"Meat alternative, legume and/or vegetable base, as purchased",755,57.2,7.5,1.2,5.9,5.5,1.7,0,0,16.4,21.3,21.3,49,0.19,11,1.8,48,120,340,360,0.85,0,0,0,1.43,0.81,0,0
F009816,20601,"Meat alternative, legume and/or vegetable base, cooked",932,47.2,9.2,1.48,7.3,6.8,2.1,0,0,20.2,26.3,26.3,51,0.234,8.8,1.78,44,126,294,311,0.89,0,0,0,1.41,1,0,0
F009799,20601,"Meat alternative, mycoprotein/fungus base, commercial, as purchased",478,74.2,13.8,2.2,4.1,5.6,0,0,0,2.5,2.5,2.5,200,0.26,2.6,0.4,42,210,120,170,5.8,0,0,0,0,0.85,0,0
F009821,20601,"Meat alternative, mycoprotein/fungus base, cooked",655,64.6,18.8,3.01,5.6,7.7,0,0,0,3.4,3.4,3.4,274,0.356,3.4,0.55,58,288,164,233,7.94,0,0,0,0,1.17,0,0
F009147,20601,"Meat alternative, protein (soy/wheat/pea) base, as purchased",944,56.4,19.4,3.1,13.4,4.4,0,0,0,2.4,3.2,3.2,74,0.23,9.7,4,45,190,320,520,1.4,0,0,0,1.94,5.56,0,0
F009823,20601,"Meat alternative, protein (soy/wheat/pea) base, cooked","1,165",46.2,23.9,3.83,16.5,5.4,0,0,0,3,4,4,91,0.284,11.4,4.94,56,234,395,642,1.73,0,0,0,1.92,6.86,0,0
F008155,20601,"Sausage, vegetarian style, unfortified, raw",807,60.5,19,3.33,9.4,1.5,0.3,0.8,0.8,5.5,7.4,7.4,34,0.24,30,2.5,23,81,150,600,0.65,0,0,5,1,0.85,0,0
F008151,20601,"Sausage, vegetarian style, added Fe, Zn and vitamin B12, raw",807,60.5,19,3.33,9.4,1.5,0.3,0.8,0.8,5.5,7.4,7.4,34,0.24,30,3.5,23,81,150,600,4.4,2,0,5,1,0.85,0,0
F009176,20601,"Tofu (soy bean curd), firm, as purchased",543,74.5,12.8,2.25,8.3,1,0,0,0,0,0,0,206,0.29,2.3,2.35,99,205,150,22,1.45,0,0,0,0.42,1.16,0,0
F008153,20601,"Sausage, vegetarian style, fried, no added fat",849,58.4,20,3.5,9.9,1.6,0.3,0.8,0.8,5.8,7.8,7.8,36,0.253,30,3.37,24,85,158,632,3.45,1.5,0,5,0.84,0.9,0,0
F009797,20,"Yoghurt, almond based, flavoured",384,81.3,2.6,0.41,4.5,1.8,0.5,5.2,5.4,3.7,9.2,9.2,34,0.092,1.3,0.39,30,52,82,5,0.28,0,0,0,2.1,0.41,0,0
F009798,20,"Yoghurt, coconut based, flavoured",519,77.8,1.1,0.17,9,1.3,0.8,4.2,4.6,4.5,9.2,9.2,3,0.12,1.6,0.27,16,24,140,18,0.15,0,0,0,0,8.07,0,0
F009738,20501,"Yoghurt, soy based, berry flavoured, regular fat (3% fat)",416,79.6,3.6,0.64,3.7,0.2,1.6,7.4,7.4,4.2,12.6,12.6,120,0.082,2.3,0.59,7,130,55,55,0.15,0,0,0,0.05,0.49,0,0
F009739,20502,"Yoghurt, soy based, vanilla flavoured, reduced fat (1% fat)",309,80.7,3.6,0.64,0.8,0.2,1.6,7.8,7.8,4.2,12.6,12.6,120,0.082,2.3,0.59,7,130,55,55,0.15,0,0,0,0.05,0.1,0,0
F001973,14101,"Butter, plain, salted","3,036",15.4,1.1,0.18,81.3,0,0,0,0,0,0.6,0.6,17,0.008,8.8,0,2,16,23,776,0.06,0,0,0,1.96,56.3,0,167
F001971,14101,"Butter, plain, no added salt","3,036",15.4,1.1,0.18,81.3,0,0,0,0,0,0.6,0.6,17,0.008,8.8,0,2,16,23,10,0.06,0,0,0,1.96,56.3,0,167
F004205,14102,"Ghee, clarified butter","3,701",0,0.3,0.04,99.9,0,0,0,0,0,0,0,4,0.001,8.8,0,0,3,5,2,0.01,0,0,0,1.96,65.69,0,290
F003466,14201,"Dairy blend, butter & edible oil spread (approximately 80% fat), sodium 600 mg/100 g","2,915",16.6,0.5,0.08,78.1,0,0,0,0,0.4,1,1,17,0.001,3.8,0,2,18,27,611,0.04,0,0,0,6.92,33.88,0,150
F003464,14201,"Dairy blend, butter & edible oil spread (approximately 80% fat), reduced salt (sodium 400 mg/100 g)","2,915",16.6,0.5,0.08,78.1,0,0,0,0,0.4,1,1,12,0,4,0,1,16,20,410,0.03,0,0,0,6.92,35.46,0,150
F005370,14301,"Margarine spread, polyunsaturated (70% fat)","2,552",30,0,0,69,0,0,0,0,0,0,0,7,0,3,0,1,8,24,562,0.02,0,0,0,34.68,14.79,0,0
F005373,14301,"Margarine spread, polyunsaturated (70% fat), reduced salt (sodium 280 mg/100 g)","2,636",27.4,1,0.16,70.8,0,0,0,0,0,0,0,3,0.002,0.3,0.01,1,4,18,283,0.04,0,0,0,8.19,17.34,0,0
F005319,14306,"Margarine spread, monounsaturated (70% fat), reduced salt (sodium 350 mg/100 g), added phytosterols","2,820",22.5,0.7,0.11,75.9,0,,0,0,0,0,0,3,,4,0.01,1,4,18,356,0.04,0,0,0,3.06,16.62,0,0
F005309,14303,"Margarine spread, monounsaturated (greater than 65% fat)","2,500",30.5,0.5,0.08,67.3,0,0,0,0,0,0,0,7,0.001,4,0,1,8,20,358,0.04,0,0,0,16.08,14.86,0,0
F005310,14303,"Margarine spread, monounsaturated (greater than 65% fat), reduced salt (sodium 360 mg/100 g)","2,565",27.4,1,0.16,68.9,0,0,0,0,0,0,0,3,0.002,2.4,0.01,1,4,18,362,0.04,0,0,0,3.32,15.83,0,0
F005352,14304,"Margarine spread, monounsaturated, reduced fat (55% fat) & salt (sodium 380 mg/100 g)","1,922",44.7,1,0.16,51.5,0,0,0,0,0,0,0,3,0.002,1.7,0.01,1,4,18,338,0.04,0,0,0,4.4,11.52,0,0
F005345,14304,"Margarine spread, monounsaturated, reduced fat (less than 65% fat)","2,342",33.2,0.5,0.08,63.1,0,0,0,0,0,0,0,3,0.002,4.2,0.01,1,4,64,442,0.04,0,0,0,3.32,13.72,0,0
F005361,14304,"Margarine spread, monounsaturated, olive oil blend (65% fat), reduced salt (sodium 360 mg/100 g)","2,376",33,1,0.16,63.8,0,0,0,0,0,0,0,3,0.002,2.4,0.01,1,4,32,350,0.04,0,0,0,3.32,16.1,0,0
F009838,14303,"Margarine spread, monounsaturated (65% fat), rice bran oil, fortified","2,425",32.8,0.3,0.05,65.4,0,0,0,0,0,0,0,7,0.001,4.4,0,1,8,20,310,0.04,0,0,0,16.08,21.22,0,0
F006154,14402,"Oil, almond","3,700",0,0,0,100,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,26.6,6.02,0,0
F006155,14402,"Oil, blend of monounsaturated vegetable oils","3,700",0,0,0,100,0,0,0,0,0,0,0,0,,0,0.01,0,0,0,0,0.01,0,0,0,14,6.88,0,0
F006156,14401,"Oil, blend of polyunsaturated vegetable oils","3,700",0,0,0,100,0,0,0,0,0,0,0,0,0.006,0,0.01,0,0,0,0,0.01,0,0,0,19.2,14.15,0,0
F006159,14402,"Oil, canola","3,700",0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,0,0,0,26.22,7.3,0,0
F006166,14401,"Oil, cottonseed","3,700",0,0,0,100,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,35.3,25.9,0,0
F006165,14502,"Oil, copha","3,700",0,0.2,0.03,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,92.41,0,0
F006167,14401,"Oil, grapeseed","3,700",0,0,0,100,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.01,0,0,0,2.3,11.38,0,0
F006168,14401,"Oil, linseed or flaxseed","3,699",0.1,0,0,100,0,,0,0,0,0,0,1,,0,0,0,1,0,0,0.07,0,0,0,3.62,9,0,0
F006172,14402,"Oil, mustard seed","3,700",0,0,0,100,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14,12.04,0,0
F006169,14402,"Oil, macadamia","3,700",0,0,0,100,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14,13.58,0,0
F006177,14402,"Oil, olive","3,695",0,0,0,99.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0,0,0,21.7,15.52,0,0
F006181,14402,"Oil, palm","3,700",0,0,0,100,0,,0,0,0,0,0,0,,0,0.01,0,0,0,0,0,0,0,0,15.94,49.3,0,0
F006183,14402,"Oil, peanut","3,700",0,0,0,100,0,0,0,0,0,0,0,0,0.1,0,0.1,1,3,0,0,0.1,0,0,0,13.8,17.36,0,0
F006185,14402,"Oil, rice bran","3,700",0,0,0,100,0,0,0,0,0,0,0,0,,0,0.01,0,0,0,0,0.01,0,0,0,32.3,22.94,0,0
F006188,14401,"Oil, soybean","3,700",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,14.29,0,0
F006189,14401,"Oil, sunflower","3,700",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,56.1,10.16,0,0
F006191,14401,"Oil, vegetable","3,700",0,0,0,100,0,0,0,0,0,0,0,0,,0,0.01,0,0,0,0,0.01,0,0,0,16.6,10.52,0,0
F003627,14501,"Dripping, beef","3,703",0,0.2,0.03,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.85,52.1,0,90
F003817,14502,"Fat, solid, vegetable oil based","3,702",0,0.2,0.03,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49.02,0,0
F003729,17101,"Egg, chicken, whole, raw",533,76.1,12.6,2.01,8.5,0,0.3,0,0,0,0.3,0.3,47,0.061,57.6,1.9,12,180,140,150,1.13,1.4,0,0,1.71,2.3,0,488
F003721,17101,"Egg, chicken, whole, hard-boiled",574,75,12.4,1.99,9.5,0,0.2,0,0,0.4,0.7,0.7,39,0.065,47.3,1.61,10,131,107,127,1.24,1.4,0,0,8.96,2.56,0,488
F003725,17101,"Egg, chicken, whole, poached",555,75.1,13.1,2.1,8.8,0,0.3,0,0,0,0.3,0.3,49,0.064,57,1.98,12,188,146,156,1.18,1.2,0,0,1.6,2.39,0,508
F003718,17101,"Egg, chicken, whole, fried, no fat added",606,72.8,14.3,2.29,9.6,0,0.3,0,0,0,0.3,0.3,53,0.07,62.1,2.16,14,204,159,170,1.29,1.4,0,0,1.75,2.61,0,554
F003724,17102,"Egg, chicken, whole, omega-3 polyunsaturate enriched, raw",557,75.5,12.4,1.99,9.2,0,0.3,0,0,0,0.3,0.3,45,0.047,120,1.6,12,180,120,120,1.2,0.5,0,0,14,2.44,0,340
F003723,17102,"Egg, chicken, whole, omega-3 polyunsaturate enriched, boiled",568,75,12.7,2.03,9.4,0,0.3,0,0,0,0.3,0.3,46,0.048,116.3,1.63,12,184,122,122,1.22,0.4,0,0,12.86,2.5,0,347
F003732,17201,"Egg, chicken, whole, scrambled, with regular fat cows milk, no fat added",504,77.4,10.8,1.73,7.7,0,0.2,0,0,0,2.1,2.1,73,,49.5,1.48,13,168,158,128,0.98,1,0,0,1.21,2.56,0,379
F003706,17101,"Egg, chicken, white (albumen), raw",196,87.2,11.2,1.79,0,0,0.4,0,0,0,0.4,0.4,5,0,0,0.2,11,10,119,175,0,0,0,0,0,0,0,0
F003705,17101,"Egg, chicken, white (albumen), hard-boiled",204,87,11.6,1.86,0,0,0.4,0,0,0,0.4,0.4,6,0,0,0.2,11,11,112,175,0,0.1,0,0,0,0,0,0
F003737,17101,"Egg, chicken, yolk, raw","1,311",53.2,15.6,2.49,28.2,0,0.2,0,0,0,0.2,0.2,100,0.13,80,4,8,398,104,58,2.5,4,0,0,7.99,8.57,0,"1,050"
F003736,17101,"Egg, chicken, yolk, hard-boiled","1,450",49,16.1,2.58,31.7,0,0.2,0,0,0,0.2,0.2,115,0.1,130,4.8,7,402,97,47,2.7,3.8,0,0,8.16,9.63,0,"1,250"
F000086,16101,"Apple, bonza, unpeeled, raw",244,85.3,0.3,0.05,0.3,3.2,2.8,0,0,0,11.5,12,6,0.04,0,0.22,5,8,88,0,0.1,0,0,2,0.26,0,0,0
F000089,16802,"Apple, dried","1,078",20.9,1.2,0.2,0,8.5,16,0,0,0.4,59.8,60.4,22,0.15,2.4,0.71,24,49,640,260,0.07,0,0,0,0.6,0,0,0
F000091,16101,"Apple, fuji, unpeeled, raw",245,84.1,0.3,0.05,0.3,2.4,3.3,0,0,0,12.1,12.5,6,0.034,0,0,4,8,91,2,0.05,0,0,5,0.36,0,0,0
F000092,16101,"Apple, golden delicious, unpeeled, raw",202,84.9,0.3,0.05,0,2.5,2.4,0,0,0,10.5,10.8,4,0.03,0,0.16,4,8,90,2,0.07,0,0,5,1.3,0,0,0
F000095,16101,"Apple, granny-smith, unpeeled, raw",202,85.2,0.3,0.05,0,2.3,2.8,0,0,0.2,10.5,10.8,5,0.018,0,0.16,4,9,108,1,0.07,0,0,5,0.22,0,0,0
F000099,16101,"Apple, jonathon, unpeeled, raw",226,84,0.3,0.05,0,2.3,2.9,0,0,0.1,11.9,12.3,4,,0,0.2,4,9,110,1,0.1,0,0,5,0.22,0,0,0
F000105,16101,"Apple, pink lady, unpeeled, raw",242,84,0.2,0.03,0,3,1.4,0,0,0.2,12.3,12.8,4,0.031,0,0,5,10,120,1,0.02,0,0,9,0,0,0,0
F000107,16101,"Apple, red delicious, unpeeled, raw",248,84.5,0.3,0.05,0,2.3,3.5,0,0,0.5,13.5,13.8,5,0.04,0,0.16,4,9,102,1,0.06,0,0,6,0.22,0,0,0
F000111,16101,"Apple, royal gala, unpeeled, raw",222,86.7,0.4,0.06,0,2.1,2.3,0,0,1,12.1,12.1,5,0.035,0,0.05,6,9,110,1,0.03,0,0,2,0.05,0,0,0
F000110,16101,"Apple, red skin, unpeeled, raw",240,84.5,0.2,0.04,0,2.7,2,0,0,0.3,12.4,12.7,5,,0,0.03,5,9,113,1,0.03,0,0,7,0.08,0,0,0
F000098,14676,"Apple, green skin, unpeeled, raw",202,85,0.3,0.05,0,2.4,2.6,0,0,0.1,10.5,10.8,4,0.024,0,0.16,4,8,99,2,0.07,0,0,5,0.76,0,0,0
F000134,16403,"Apricot, raw",167,85.4,0.2,0.04,0.4,1.5,2.6,0,0,0.1,7.7,7.7,13,0.08,0,0.28,12,24,290,0,0.14,0,0,3,0.8,0,0,0
F000130,16802,"Apricot, dried",886,29.6,4.3,0.69,0.2,8.4,15.6,0,0,1,41.5,44.4,67,0.46,2.2,3.1,57,120,"1,510",37,0.8,0,0,1,0.45,0,0,0
F000122,16404,"Apricot, canned in pear juice",192,85.7,0.8,0.13,0,1.8,2.3,0,3.6,0,8.2,9.6,12,,0.4,0.46,10,17,189,4,0.26,0,0,5,0.36,0,0,0
F000123,16404,"Apricot, canned in pear juice, drained",196,84.9,1,0.16,0,3.1,2.4,0,0,0,7.8,8.9,15,,0.8,0.5,10,20,140,3,0.3,0,0,5,0.6,0,0,0
F000124,16404,"Apricot, canned in pear juice, juice only",187,86.9,0.5,0.08,0,0,2.2,0,8.7,0,8.7,10.5,7,,0,0.4,9,12,260,5,0.2,0,0,5,0.02,0,0,0
F000262,16501,"Banana, cavendish, peeled, raw",394,76.2,1.4,0.22,0.2,2.2,6.7,0,0,6.8,19.6,19.6,5,0.091,0.4,0.29,31,21,346,0,0.16,0,0,4,0.12,0,0,0
F000267,16501,"Banana, lady finger or sugar, peeled, raw",474,68.8,1.5,0.24,0.1,3.7,6.7,0,0,6.8,25,25,10,,0,0.4,38,21,320,2,0.2,0,0,19,0.1,0,0,0
F001267,16201,"Blackberry, raw",211,84.6,1.4,0.22,0.3,6.1,3.6,0,0,0,7.5,7.5,30,0.16,0,0.42,30,29,114,0,0.24,0,0,38,1.4,0,0,0
F001290,16201,"Blueberry, raw",194,83.6,0.5,0.08,0,3.5,4.4,0,0,0.4,9.6,9.6,11,0.035,0,0.35,6,11,83,2,0.07,0,0,2,0.55,0,0,0
F001289,16201,"Blueberry, purchased frozen",199,83.1,0.5,0.08,0,3.6,4.5,0,0,0.4,9.9,9.9,11,0.036,0,0.36,6,11,77,2,0.08,0,0,2,0.54,0,0,0
F002522,16403,"Cherry, raw",250,82.8,0.8,0.12,0.2,1.5,6.2,0,0,0,10.9,12.9,22,,0.1,0.28,8,21,230,0,0.1,0,0,19,0.42,0,0,0
F002513,16702,"Cherry, black, canned in syrup",299,79.3,0.7,0.11,0,0.9,7.3,10.3,10.3,0.2,16,17,8,0.032,1.3,1.42,7,11,125,4,0.05,0,0,0,0.05,0,0,0
F002514,16702,"Cherry, black, canned in syrup, drained",310,78.8,0.9,0.14,0.1,1.7,7.3,5.4,5.4,0.3,16,17,10,0.06,1.4,1.6,8,13,130,5,0.1,0,0,0,0.09,0,0,0
F002517,16404,"Cherry, black, canned in syrup, syrup only",288,79.8,0.5,0.08,0,0,7.4,16,16,0,16,17.1,6,0,1.1,1.2,6,9,120,3,0,0,0,0,0,0,0,0
F003328,16303,"Cumquat (kumquat), raw",266,80.8,1.9,0.3,0.9,6.5,,0,0,0,9.4,9.4,62,,0.3,0.86,20,19,186,10,0.17,0,0,44,0.15,0.23,0,0
F003249,16201,"Cranberry, raw",131,87.3,0.5,0.07,0.1,3.6,,0,0,0,4.3,4.3,8,,0,0.23,6,11,80,2,0.09,0,0,14,1.32,0.01,0,0
F003248,16802,"Cranberry, dried, sweetened","1,330",15.8,0.2,0.03,1.1,5.3,,68.2,68.2,4.9,77.5,77.5,9,0.063,0,0.39,4,8,49,5,0.1,0,0,0,2.1,0.29,0,0
F003331,16801,"Currant, dried","1,167",17.2,2.8,0.45,0.5,6,31,0,0,1.9,65.1,65.1,87,0.73,0,2.3,43,96,810,46,0.5,0,0,0,0.11,0,0,0
F003423,16504,"Custard apple, African pride, peeled, raw",326,78.7,1.4,0.22,0.6,2.5,5.6,0,0,1.1,15.8,15.8,17,,0.1,0.3,32,21,250,4,0.2,0,0,43,0.3,0.16,0,0
F003496,16802,"Date, dried","1,212",16,2,0.32,0.2,9.7,32.5,0,0,1.3,67.2,67.2,47,0.19,1.5,2.6,50,58,730,14,0.6,0,0,5,0.05,0,0,0
F003818,16504,"Feijoa, raw",176,85.4,0.6,0.1,0.4,3,,0,0,0.3,8,8,6,,0.1,0.11,7,14,124,2,0.06,0,0,30,0.18,0.1,0,0
F003832,16802,"Fig, dried","1,082",21.3,3.6,0.58,0.7,14.3,25.4,0,0,1.9,54.5,54.5,200,0.26,0.8,1.4,73,67,780,39,0.5,0,0,0,0.35,0.19,0,0
F003834,16503,"Fig, fresh, unpeeled, raw",195,85.9,1.4,0.22,0.3,3.3,4.2,0,0,0,8.1,8.1,38,,0,0.3,9,14,180,3,0.3,0,0,3,0.11,0,0,0
F004141,16702,"Fruit salad, canned in fruit juice",200,85.3,0.7,0.1,0.1,1.4,2.6,0,3.7,0,9.8,10.4,6,,0,0.36,10,13,150,4,0.28,0,0,4,0.27,0,0,0
F004142,16702,"Fruit salad, canned in fruit juice, drained",207,84.6,0.8,0.14,0.2,2.3,2.6,0,0,0,9.5,10.1,6,,0,0.4,11,14,135,4,0.3,0,0,4,0.32,0,0,0
F004143,16702,"Fruit salad, canned in fruit juice, juice only",191,86.3,0.4,0.06,0,0.2,2.8,0,8.9,0,10.2,11,6,,0,0.3,8,12,170,4,0.25,0,0,4,0.19,0,0,0
F004244,16802,"Goji berry, dried","1,244",15.2,11.9,1.9,3.7,11.2,23,0,0,1.4,49.1,49.1,53,0.67,2.6,3.7,84,200,"1,400",450,0.81,0,0,6,2.45,0.64,0,0
F004253,16601,"Grape, black muscatel/muscat, raw",349,75,1.1,0.18,0.1,2.7,9.3,0,0,0,18.8,18.8,9,,0,0.3,8,19,160,8,0.1,0,0,7,0.5,0,0,0
